Label,prompt
Words Against Morality: Volume 2,Christian Dior's radical new perfume was inspired by the smell of ______.
Words Against Morality: Volume 4,Christmas was ruined for me when my Uncle Larry got me ______.
Disgruntled Decks: Army Edition,CIF is now issuing rucksacks full of _______ to Soldiers going down range.
Crabs Adjust Humidity: Volume 6,"Citing demographics, Playboy has replaced nudity with ______."
Disgruntled Decks: Air Force Edition,Civilians will never understand the joys of ______.
Disgruntled Decks: Army Edition,Civilians will never understand the joys of ______.
Dick,"Classic summer camp prank: while someone is asleep, put his hand in ______."
Cards for the Masses,Cleaning while the kids are awake is like ______.
CAH Base Set,Click Here for ______!!!
Clones Attack Hilarity #2,Close only counts with horse shoes and _____.
Kids Against Maturity,Cloudy with a chance of ______.
Charlie Foxtrot,"Cluster bombing from B-52s is very, very accurate. The bombs always hit _________."
CAH: Green Box Expansion,CNN breaking news! Scientists discover ______.
Crabs Adjust Humidity: Volume 5,"Code Three, request backup!  I'm surrounded by ______!"
Crazy & Horrible Rabbit - Vol. 1,"Code Three, request backup! I'm surrounded by _____!"
The Game Without Decency,College kids have a new party game named after ______ where they huff ______.
Cats Abiding Horribly: Episode I - The Dirty Goblin,Colleges should really start offering classes in ______.
Disgruntled Decks: Navy Edition,"Colluding in secrecy, America's most brilliant minds developed the ultimate weapon against ISIS, which is constructed from ______ and ______."
The Worst Card Game: Colorado Edition,"Colorado natives know that when it smells like ______, it's going to snow."
The Worst Card Game: Colorado Edition,Colorado's next big public art installation will depict ______.
Humanity Hates The Holidays,"Come on, it's lovely weather for a/an _________ together with you."
CAH: Blue Box Expansion,"Come to Dubai, where you can relax in our world-famous spas, experience the nightlife, or simply enjoy ______ by the poolside."
CAH: Sixth Expansion,"Come to Dubai, where you can relax in our world-famous spas, experience the nightlife, or simply enjoy ______ by the poolside."
Cards About Toronto,"Come to Toronto for the ______, stay for the ______"
Crabs Adjust Humidity: Volume 6,Come with me on an adventure to the land of ______.
Theatre Pack,Comedy = Tragedy + ______.
Crabs Adjust Humidity: Volume 4,Coming soon from Pixar: "______"
Carbs of the Huge Manatee: General Expansion 2,"Coming this fall, _______________, starring Rob Schneider."
Cards and Punishment Vol. Two,Coming this fall: pumpkin spice ______!
Charlie Foxtrot,"Coming this holiday season, Metal Gear Solid: _________."
CAH Base Set,"Coming this season, Samuel Beckett's classic existential play: Waiting for ______."
Mass Effect Pack,"Coming this spring from BioWare, Mass Effect: ______."
Jew Pack/Chosen People Pack,Coming to Broadway next season: "______ on the Roof."
CAH Base Set,"Coming to Broadway this season, ______: The Musical."
CAH: Green Box Expansion,"Coming to Red Lobster® this month, ______."
Cards Against/For South Africa,"Coming to the Artscape this season, ___: The Musical"
Hilarious!,"Coming to the Artscape this season, ___: The Musical."
CAH: UK Conversion Kit,"Coming to the West End this year, _________________: The Musical."
CAH Base Set,"Coming to the West End this year, ______: The Musical."
Dad Pack,Coming up on Turner Classic Movies: Sean Connery and Alec Baldwin star in "The Hunt for ______."
That's What She Said Game - Second Expansion,comments you shouldn’t leave on an old picture of your ex
Conspiracy Theory,Computer dating services have brought together ______ and ______.
Sci-Fi Pack,Computer! Display ______ on screen. Enhance.
Crabs Adjust Humidity: Volume 6,Concerned about diabetes? Watch for symptoms like ______ and ______.
Depravity,Confessing your love of ____ to your partners family when you first meet them.
Depravity,Confessng to your parents you've been suspended from college due to ____.
Cats Abiding Horribly: Episode II - A New Low,"Congratulations maggots, you're almost there. Now if you can survive ______ for the next 24 hours, you can call yourself a Navy Seal."
Babies vs. Parents,Congratulations! It's a ______!
CAH: Green Box Expansion,"Congratulations! You have been selected for our summer internship program. While we are unable to offer a salary, we can offer you ______."
Disgruntled Decks: Marine Corps/Jarhead Edition,Congratulations! You joined the Marine Corps! Get ready for ______.
Disgruntled Decks: Navy Edition,Congratulations! You've joined the Navy and now you're a hero! What do you plan to fuck up first?
Disgruntled Decks: Air Force Edition,Congress approved a new retirement plan that replaces your pension with a lifetime supply of _______.
Disgruntled Decks: Army Edition,Congress approved a new retirement plan that replaces your pension with a lifetime supply of ______.
Cows Against Hamburgers - Patty Pack #1,Congress declared Marshall law because of _____ & _____.
Cows Grilling Hamburgers - Patty Pack #1,Congress declared Marshall law because of _____ & _____.
The Game Without Decency,Congress introduced the 30th Amendment guaranteeing every American the right to ______.
Cads About Matrimony,Consider including __________ in your vows.
Cads About Matrimony Poly Pack,Consider including __________ in your vows.
The Catholic Card Game: Base Deck,Contemplating ______ takes up a lot of my prayer time.
Depravity,Contravening workplace policy by ____ in front of your colleagues.
Words Against Morality: Volume 3,Controversy erupted when the Pope gave his blessing to ______.
Dirty Nasty Filthy,Convince me to ____ using your magical powers of ____.
Kiwis Versus Morality,"Cook ______ some fucking ______, BITCH!"
Kiwis Against Morality,"Cook the man ______, BITCH…!"
House of Cards Pack,"Corruption. Betrayal. ______. Coming soon to Netflix, 'House of ______.'"
Crazy & Horrible Rabbit - Vol. 1,Could a brother get ___ up in this bitch?
Crabs Adjust Humidity: Volume 5,Could a brother get ______ up in this bitch?
Dirty Nasty Filthy,Cover my eyes with ____ and then pleasure me with ____.
Dirty Nasty Filthy,Cover my eyes with ____ before using ____ to pleasure me.
Potheads Against Sanity,Cover your eyes and count to ten while I ______.
Bards Dispense Profanity,Cowards die many times before their deaths; the valiant never taste ______.
Disgruntled Decks: Army Edition,Create your new unit motto: ______ and ______!
Bards Dispense Profanity,Creepiest ride ever: my Uber driver was ______.
Dick,Creepiest ride ever: my Uber driver was ______.
CAH Base Set,Crikey! I've never seen ______ like this before! Let's get a bit closer.
Fantasy Pack,"Critics are raving about HBO's new Game of Thrones spin-off, '______ of ______.'"
Carps & Angsty Manatee - Volume 1,Crossfitters won't stop talking about a new exercise in their routine that involves ______.
Cards Against Humanity Saves America Pack,Cry havoc and let slip ______!
CAH: Canadian Conversion Kit,"CTV presents ______, the story of ______."
CAH Base Set,CTV presents "______: the Story of ______."
The Worst Card Game: 2016 National Edition,"Cuba's new tourism campaign: come for ______, stay for ______."
Humanity Hates the Holidays "Love" Edition,Cupid is known for this ______.
Evil Apples,Da Vinci's "The Last Supper" contains a hidden image of ______.
That's What She Said Game,"dad came home, chugged a beer and loudly announced to my mom ______"
Cats Abiding Horribly: Episode III - The SJWs Strike Back,Dad left the family when I was only a baby because of his desire to be ______.
Fun in the Oven,Dad seems to never notice ______.
Fun in the Oven,Dad shouldn't be playing with ______ like a toy.
Voter's Choice: The Fourth Expansion,Daddy drinks because I'm ______.
Cakes Athirst Hilarity Volume 1,"Daddy, what made you divorce Mommy?"
Cats Abiding Horribly: Episode III - The SJWs Strike Back,"Daddy, why does Mommy always call you ______ behind your back? That's because Mommy is ______, my dear."
CAH Base Set,"Daddy, why is mommy crying?"
PAX 2010 "Oops" Kit,"Daddy, why is Mommy crying?"
CAH Base Set,"Daddy, why is mummy crying?"
Humanity Hates Trump: Expansion Pack 2 - Humanity Hates Hillary, Too,Daddy? What are you doing?
KinderPerfect (Commercial Set),Daddy's worst nightmare.
KinderPerfect: A Timeout For Parents (Kickstarter Set),Daddy's worst nightmare.
CAH: Blue Box Expansion,Dammit Gary. You can't just solve every problem with ______.
CAH: Fourth Expansion,"Dammit, Gary.  You can't just solve every problem with ______."
Words Against Morality: Volume 1,"Dammit, I don't care what anyone thinks! I'm in love with ______."
Cats Abiding Horribly Bonus Cards 2,Damn it feels good to be ______.
Babies vs. Parents,Damn it! I forgot the ______.
Cocks Abreast Hostility: Cock Pack One: Just The Tip,Dan Brown's latest novel explores the hidden symbolic meaning behind ______.
CAH: Green Box Expansion,"Dance like there’s nobody watching, love like you’ll never be hurt, and live like you’re ______."
Bad Campaign, The Presidential Party Game!,Darn right I'm running for President and I'm taking _________ with me.
Kiwis Versus Morality,David Farrier uncovering a secret ______ ring.
The Catholic Card Game: Base Deck,David's secret weapon to defeat Goliath was ______.
Not Parent Approved Expansion Pack #2,Daydreaming about ______ is the only way to survive a boring class.
Depravity,Daydreaming about buying ____ when you get rich.
Clams Attempt Harmonica, Volume 1,DC is really scraping the bottom of the barrel with the new Batman movie. They're calling it Batman: _____.
CAH Base Set,"Dear Abby, I'm having some trouble with ______ and would like your advice."
PAX 2010 "Oops" Kit,"Dear Abby, I'm having some trouble with ______ and would like your advice."
CAH Base Set,"Dear Agony Aunt, I'm having some trouble with ________ and I need your advice."
CAH: UK Conversion Kit,"Dear Agony Aunt, I’m having some trouble with ____________ and would like your advice."
Cats Abiding Horribly: Episode I - The Dirty Goblin,"Dear Allah, if I promise to stop ______ will you let me into heaven and give me 72 virgins?"
Cats Abiding Horribly: Episode I - The Dirty Goblin,"Dear Allah, if I promise to stop ______, will you let me into Heaven and give me 72 virgins?"
Charlie Foxtrot,"Dear Congress, before cutting the military budget, you might want to think about ________."
Crabs Adjust Humidity: Volume 2,"Dear Dan Savage, Please help.  I am unable to achieve orgasm without ______."
